study,cancer_type,protein,transcript,expression
TCGA,TCGA Cervical & Endocervical Cancer,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -1.938, ""q1"": -2.727, ""q3"": -1.181, ""whislo"": -5.012, ""whishi"": 0.8488, ""fliers"": [3.644, -9.966, -9.966, 5.422, -9.966, -9.966, -9.966, -9.966, 3.99, -5.574, 3.366, 2.05, 1.753, 1.633, 5.864, -9.966, -9.966, -9.966, 2.239, 3.062, 3.208], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Cervical & Endocervical Cancer,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -2.114, ""q1"": -3.98025, ""q3"": -1.086, ""whislo"": -4.293, ""whishi"": 2.022, ""fliers"": [-9.966, 4.599, -9.966, 3.968, -9.966, -9.966, 3.356, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 4.854, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 4.486, -9.966, -9.966, -9.966, -9.966, -9.966, 3.602, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 3.422, -9.966, 6.946, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 5.862, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Cervical & Endocervical Cancer,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [0.3796, -3.308, -4.608, -3.047, -4.293, -2.932, 0.2522, -3.816, -3.816, -3.458, -1.026, -2.826, -3.458, -4.293, -4.608, -0.1665, -3.816, -4.035, -3.626, -0.1828, -3.047, -3.047], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Cervical & Endocervical Cancer,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": 0.0649, ""q1"": -2.03825, ""q3"": 1.25475, ""whislo"": -5.012, ""whishi"": 5.628, ""fliers"": [-9.966, -9.966, -9.966, -9.966, 10.59, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 10.96, 6.592, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 6.625, -9.966, -9.966, -9.966, -9.966, -9.966, 7.452, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 8.878, -9.966, -9.966, -9.966, 8.102], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
TCGA,TCGA Cervical & Endocervical Cancer,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -1.4017499999999998, ""whislo"": -9.966, ""whishi"": 9.655, ""fliers"": [], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
TCGA,TCGA Cervical & Endocervical Cancer,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -4.293, ""q1"": -9.100999999999999, ""q3"": -3.0780000000000003, ""whislo"": -9.966, ""whishi"": 3.958, ""fliers"": [8.045, 9.543], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
TCGA,TCGA Cervical & Endocervical Cancer,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -3.458, ""q1"": -9.966, ""q3"": -2.2625, ""whislo"": -9.966, ""whishi"": 6.371, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Cholangiocarcinoma,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 3.3890000000000002, ""q1"": 2.53225, ""q3"": 4.00125, ""whislo"": 0.7233, ""whishi"": 4.659, ""fliers"": [-9.966, -9.966, -2.114], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Cholangiocarcinoma,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -2.3514999999999997, ""q1"": -9.966, ""q3"": -1.10925, ""whislo"": -9.966, ""whishi"": 1.239, ""fliers"": [], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Cholangiocarcinoma,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -4.035, ""q1"": -9.966, ""q3"": -2.548, ""whislo"": -9.966, ""whishi"": -1.181, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Cholangiocarcinoma,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -1.806, ""q1"": -2.658, ""q3"": -1.173, ""whislo"": -4.293, ""whishi"": 0.4125, ""fliers"": [-9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Cholangiocarcinoma,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -2.1155, ""q1"": -4.9725, ""q3"": -1.36475, ""whislo"": -9.966, ""whishi"": 1.05, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Cholangiocarcinoma,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.816], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Cholangiocarcinoma,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": 0.2455, ""q1"": -1.26325, ""q3"": 1.29375, ""whislo"": -1.732, ""whishi"": 2.278, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
TCGA,TCGA Cholangiocarcinoma,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -1.8185, ""whislo"": -9.966, ""whishi"": 0.2522, ""fliers"": [], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
TCGA,TCGA Cholangiocarcinoma,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -4.035, ""whislo"": -9.966, ""whishi"": -0.5332, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
TCGA,TCGA Cholangiocarcinoma,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -4.4505, ""q1"": -9.966, ""q3"": -2.388, ""whislo"": -9.966, ""whishi"": -0.4131, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Colon Adenocarcinoma,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 3.9415, ""q1"": 3.0405, ""q3"": 4.48875, ""whislo"": 0.9343, ""whishi"": 6.654, ""fliers"": [0.6517, -2.279, -1.026, 6.848, 0.8648, 0.6425], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Colon Adenocarcinoma,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -1.3005, ""q1"": -2.727, ""q3"": -0.4521, ""whislo"": -5.966, ""whishi"": 1.164, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Colon Adenocarcinoma,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -4.293, ""q1"": -9.966, ""q3"": -2.388, ""whislo"": -9.966, ""whishi"": -0.4719, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Colon Adenocarcinoma,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -2.315, ""q1"": -3.4205, ""q3"": -1.552, ""whislo"": -5.012, ""whishi"": 0.9789, ""fliers"": [-9.966, -6.506, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 1.527, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Colon Adenocarcinoma,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -0.9973000000000001, ""q1"": -2.22825, ""q3"": -0.154425, ""whislo"": -4.608, ""whishi"": 2.506, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Colon Adenocarcinoma,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.626, -3.626, -1.318, -1.994, -3.816, -3.171, -4.496, -2.466, -3.816, -3.458, -0.7917, -2.548, -3.626, -3.626, -3.458, -3.816, -1.617, -4.608, -1.866, -1.884, -3.687, -3.047, -3.626, -4.293, -0.6193, -4.496, -4.293, -0.8425, -3.458, -3.626], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Colon Adenocarcinoma,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": 0.5519000000000001, ""q1"": -0.591875, ""q3"": 1.43775, ""whislo"": -2.932, ""whishi"": 3.66, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
TCGA,TCGA Colon Adenocarcinoma,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -1.18925, ""whislo"": -9.966, ""whishi"": 2.322, ""fliers"": [], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
TCGA,TCGA Colon Adenocarcinoma,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -3.887, ""q1"": -9.966, ""q3"": -2.635, ""whislo"": -9.966, ""whishi"": -0.2845, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
TCGA,TCGA Colon Adenocarcinoma,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -3.15, ""q1"": -9.966, ""q3"": -2.00875, ""whislo"": -9.966, ""whishi"": 0.2029, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Diffuse Large B-Cell Lymphoma,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": -3.458, ""q1"": -9.966, ""q3"": -2.0915, ""whislo"": -9.966, ""whishi"": -0.4521, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Diffuse Large B-Cell Lymphoma,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.035, -5.012, -4.035, -2.727, -4.608], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Diffuse Large B-Cell Lymphoma,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-5.574, -3.458, -4.293, -5.574, -4.293, -4.293, -5.012, -3.171, -2.727, -2.932, -3.626], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Diffuse Large B-Cell Lymphoma,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -1.938, ""q1"": -2.681, ""q3"": -1.51, ""whislo"": -4.035, ""whishi"": -0.6873, ""fliers"": [-9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Diffuse Large B-Cell Lymphoma,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.308], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Diffuse Large B-Cell Lymphoma,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Diffuse Large B-Cell Lymphoma,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-6.506, -1.47, -3.171, -2.053, -0.9132, -2.635, -1.355, -2.727, -3.458, -1.938, -2.548], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
TCGA,TCGA Diffuse Large B-Cell Lymphoma,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.388, -1.51, -1.214, -3.458, -2.245], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
TCGA,TCGA Diffuse Large B-Cell Lymphoma,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.458, -6.506, -6.506, -6.506], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
TCGA,TCGA Diffuse Large B-Cell Lymphoma,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -6.506, ""q1"": -9.966, ""q3"": -3.7465, ""whislo"": -9.966, ""whishi"": -0.394, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Esophageal Carcinoma,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 3.9859999999999998, ""q1"": 3.2065, ""q3"": 4.792999999999999, ""whislo"": 0.8408, ""whishi"": 6.915, ""fliers"": [8.611, 9.194, 10.66, -0.5756, 0.7748, 8.677, 8.655, 0.4657, 7.597, 0.537, 9.951, 10.16, 8.299, 8.044, 9.774, 10.39, -0.5332, 0.5568], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Esophageal Carcinoma,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": 2.5125, ""q1"": 1.74325, ""q3"": 3.21575, ""whislo"": -0.1993, ""whishi"": 5.266, ""fliers"": [7.358, -1.149, 6.986, 8.21, -0.9686, -0.5543, 6.59, -0.8084, 6.724, -1.831, 5.69, -0.5756, 8.037, 8.519, 6.582, -1.431, 6.22, 7.973, -1.056, 8.875, -3.626, -1.831], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Esophageal Carcinoma,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -1.966, ""q1"": -9.966, ""q3"": -0.4672, ""whislo"": -9.966, ""whishi"": 7.918, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Esophageal Carcinoma,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -1.3365, ""q1"": -2.178, ""q3"": -0.288925, ""whislo"": -4.608, ""whishi"": 2.348, ""fliers"": [3.531, -5.012, 4.196, 2.578, -9.966, 3.072, 4.255, 3.039, 4.4, -9.966, 2.556, 4.975, 3.619], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Esophageal Carcinoma,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -0.0277, ""q1"": -1.248, ""q3"": 0.821775, ""whislo"": -3.816, ""whishi"": 3.717, ""fliers"": [-9.966, -9.966, 8.349, -9.966, -9.966, 5.478, 4.256, 6.023, 5.839, -9.966, -9.966, -9.966, -4.608, -9.966, -9.966, 5.01, -9.966, 6.39, 4.934, 4.321], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Esophageal Carcinoma,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.171, ""whislo"": -9.966, ""whishi"": 1.506, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Esophageal Carcinoma,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": 0.2338, ""q1"": -0.7346, ""q3"": 1.1219999999999999, ""whislo"": -3.171, ""whishi"": 3.522, ""fliers"": [-9.966, 6.173, 5.367, 6.743, -9.966, -9.966, 5.207, -9.966, -9.966, -9.966, -4.608, -9.966, 6.68, 6.679, 4.655, -9.966, -9.966, -9.966, 4.229, -9.966, -9.966, -9.966, 4.445, -9.966, -9.966, -9.966], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
TCGA,TCGA Esophageal Carcinoma,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -2.548, ""q1"": -9.966, ""q3"": -1.117, ""whislo"": -9.966, ""whishi"": 4.518, ""fliers"": [], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
TCGA,TCGA Esophageal Carcinoma,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -1.994, ""q1"": -3.816, ""q3"": -0.5125, ""whislo"": -5.574, ""whishi"": 4.303, ""fliers"": [-9.966, 6.748, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 7.203, 5.029, 5.359, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 10.34, -9.966, -9.966], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
TCGA,TCGA Esophageal Carcinoma,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -1.884, ""q1"": -2.88075, ""q3"": -0.893025, ""whislo"": -5.012, ""whishi"": 1.6, ""fliers"": [2.701, -6.506, -9.966, 2.789, 3.062, -9.966, 3.584, -9.966, -9.966, -9.966, 2.729, -9.966, -9.966, 3.821, -9.966, -9.966, -9.966, 2.501, 3.803, -9.966, 3.089, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Glioblastoma Multiforme,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 0.70565, ""q1"": -1.72025, ""q3"": 1.8170000000000002, ""whislo"": -6.506, ""whishi"": 3.75, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Glioblastoma Multiforme,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -3.047, ""q1"": -9.966, ""q3"": -1.301, ""whislo"": -9.966, ""whishi"": 1.105, ""fliers"": [], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Glioblastoma Multiforme,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -3.626, ""q1"": -9.966, ""q3"": -2.00875, ""whislo"": -9.966, ""whishi"": 1.215, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Glioblastoma Multiforme,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -1.51, ""q1"": -2.178, ""q3"": -0.975725, ""whislo"": -3.816, ""whishi"": 0.3346, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Glioblastoma Multiforme,Isoform 4,ENST00000578502,"{""label"": ""ENST00000578502"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -1.831, ""whislo"": -9.966, ""whishi"": 0.5666, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Glioblastoma Multiforme,Isoform 5,ENST00000578709,"{""label"": ""ENST00000578709"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.047, -3.171, -3.047, -3.308, -3.626, -3.816], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Glioblastoma Multiforme,Isoform 6,ENST00000580074,"{""label"": ""ENST00000580074"", ""med"": -0.66445, ""q1"": -9.966, ""q3"": 0.94555, ""whislo"": -9.966, ""whishi"": 3.313, ""fliers"": [], ""color"": [1.0, 0.8509803921568627, 0.1843137254901961]}"
TCGA,TCGA Glioblastoma Multiforme,Isoform 7,ENST00000582818,"{""label"": ""ENST00000582818"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.283, -1.117, -0.6873, -0.5756, -1.214, 0.7832, -0.8599, 1.774, -0.6193, -1.47, -2.932, -0.6873, -0.1031, -0.9686, -1.248, -0.0425, -0.4921, -1.181, -0.8339, -0.8339, -0.5756, -3.171, -1.639, -1.355], ""color"": [0.8980392156862745, 0.7686274509803922, 0.5803921568627451]}"
TCGA,TCGA Glioblastoma Multiforme,Isoform 8,ENST00000584450,"{""label"": ""ENST00000584450"", ""med"": -5.574, ""q1"": -9.966, ""q3"": -3.626, ""whislo"": -9.966, ""whishi"": -0.7346, ""fliers"": [], ""color"": [0.7019607843137254, 0.7019607843137254, 0.7019607843137254]}"
TCGA,TCGA Glioblastoma Multiforme,Isoform 9,ENST00000584601,"{""label"": ""ENST00000584601"", ""med"": -0.80865, ""q1"": -2.388, ""q3"": -0.07629999999999999, ""whislo"": -5.574, ""whishi"": 1.745, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -6.506, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Head & Neck Squamous Cell Carcinoma,Isoform 1,ENST00000269571,"{""label"": ""ENST00000269571"", ""med"": 3.2729999999999997, ""q1"": 2.4485, ""q3"": 4.0515, ""whislo"": 0.1519, ""whishi"": 6.403, ""fliers"": [-5.574, -9.966, -1.831, -2.053, -9.966, -3.171, -1.51, -0.7834, -3.626, -0.5973, -0.7108, -0.3566, -1.51, -9.966, -0.2845, -1.026, 7.105, -9.966, -0.1345, -3.047, 9.076, -0.8084, -1.355, -1.884, -9.966, -0.3201, -0.6193, 8.362, -3.816, -9.966, -1.595, -0.7108, -3.171, 6.595, -4.035, -1.283, -0.5756], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Head & Neck Squamous Cell Carcinoma,Isoform 2,ENST00000445658,"{""label"": ""ENST00000445658"", ""med"": -2.727, ""q1"": -4.293, ""q3"": -1.595, ""whislo"": -6.506, ""whishi"": 1.669, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Head & Neck Squamous Cell Carcinoma,Isoform 3,ENST00000578199,"{""label"": ""ENST00000578199"", ""med"": -2.932, ""q1"": -5.574, ""q3"": -1.781, ""whislo"": -9.966, ""whishi"": 1.576, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Head & Neck Squamous Cell Carcinoma,Isoform 3,ENST00000584014,"{""label"": ""ENST00000584014"", ""med"": -1.884, ""q1"": -2.727, ""q3"": -1.248, ""whislo"": -4.608, ""whishi"": 0.8805, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, 4.028, -9.966, -9.966, -9.966, -9.966, 1.566, -9.966, -9.966, -9.966, 3.25, 4.161], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
